종목명,항목,내용
건축기술사(건축설비),위 자격취득자에 대한 법령상 우대현황,"○ 원자력법 , 동법 시행령, 동법 시행규칙 "
건축도장기능사,실시기관 홈페이지,http://www.q-net.or.kr
건축도장기능사,수행직무,"붓, 로울러 브러쉬, 스프레이 등의 도장기기와 설비를 사용하여 페인트, 바니쉬 및 유 사 재료를 건물의 외부 및 내부표면과 장식물에 칠하므로써 건물과 장식물을 보호 또  는 장식하는 작업 수행. "
건축도장기능사,개요,"건설공사의 급격한 증가로 인하여 도장하는 물체의 종류도 금속, 목재, 콘크리트 등으 로 다양화되었으며, 그 피도물에 따라 그리고 다듬질의 정밀도에 따라 적당한 도료와  도장방법을 사용해야 한다.  이와 같이 복잡한 피도물에 대하여 적합한 도료를 선택하 여 도장함으로써 건축물의 미관과 작업공정의 효율성을 도모하기 위해 건축재료와 도장 에 관한 지식과 기능을 갖고 있는 숙련기능공의 양성이 필요해짐. "
건축도장기능사,위 자격취득자에 대한 법령상 우대현황,▣ 소방기본법 □ 동법 시행규칙 제12조 (화재조사전담부서의 설치·운영 등)  ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제38조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
건축도장기능사,실시기관명,한국산업인력공단 
건축도장기능사,진로 및 전망,"- 자격취득에 따른 기능향상을 가져올수 있으며 실제 건설현장에서 기능을 습득하여 도   장공으로 취업하는 것이 일반적이다.  작업의 특성상 일정한 회사에 상용직으로 고용   되지 않고 전문건설업체나 하도급자의 의뢰에 따라 작업을 수행한다. - 건물 내·외장재로 패널, 석재 등의 사용으로 인한 감소요인이 있으나 전반적인 주택   경기의 회복과 현재 활동하고 있는 도장공의 연령이 높고 젊은이들이 직업으로의 진   입을 꺼리고 있는 실정이어서 도장공에 대한 인력수요는 서서히 증가할 전망이다."
건축도장기능사,취득방법,① 시 행 처 : 한국산업인력공단② 훈련기관 : 공공 직업훈련원의 건축도장 기능공 양성과정(12개월)③ 시험과목   - 실기 : 건축도장 작업④ 검정방법   - 실기 : 작업형(8시간 정도)⑤ 합격기준   - 100점 만점에 60점 이상. 
건축도장기능사,변천과정,1974년 건축도장기능사2급으로 신설되어 1999년 3월 건축도장기능사로 개정되었고 2006년 가구도장기능사와 통합되어 건축기능사로 됨 
건축목공기능사,위 자격취득자에 대한 법령상 우대현황,▣ 소방기본법 □ 동법 시행규칙 제12조 (화재조사전담부서의 설치·운영 등) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제38조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙  □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
건축목공기능사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 공업계 고등학교의 건축 및 건축 관련학과③ 훈련기관 : 공공 직업훈련원, 정부 직업훈련원, 시도 직업훈련원, 사업체내 직업훈             련원의 거푸집 및 건축목공 과정④ 시험과목   - 실기 : 건축목공작업⑤ 검정방법   - 실기 : 작업형(5시간 정도)⑥ 합격기준   - 100점 만점에 60점이상 "
건축목공기능사,실시기관명,한국산업인력공단 
건축목공기능사,진로 및 전망,"- 자격취득에 따른 기능향상을 바랄수 있으며 실제 건설현장에서 기능을 습득하여 건축목   공으로 취업하는 것이 일반적이다.  작업의 특성상 일정한 회사에 상용직으로 고용되   지 않고 전문건설업체나 하도급자의 의뢰에 따라 작업을 수행한다. - 주택이나 상업시설, 문화시설 등에 대한 고품질화와 목조주택 등 목재시공에 대한 수   요가 증가하고 있어 목공에 대한 인력수요는 서서히 증가할 것이다."
건축목공기능사,실시기관 홈페이지,http://www.q-net.or.kr
건축목공기능사,수행직무,"각종 수공구와 목공기계를 사용하여 목구조의 골조 구성과 철근콘크리트조의 거푸집 제 작, 설치 및 일반 건축물의 내외부를 목재로 마감하는 작업 수행.  "
건축목공기능사,변천과정,1974년 건축목공기능사2급으로 신설되어 1999년 3월 건축목공기능사로 개정. 
건축목공기능사,개요,"건축구조물의 대형화, 새로운 시공방법의 개발, 특수재료의 개발 등 건설공사의 급격한  발달과 증가로 인하여 많은 기능인력이 필요하게 됨에 따라 자격제도 제정.   "
건축목공산업기사,변천과정,1974년 건축목공기능사1급으로 신설되어 1991년 목공기능사1급으로 1995년 건축목공기능 사1급으로 1999년 3월 건축목공산업기사로 개정. 
건축목공산업기사,개요,"건축구조물의 대형화, 새로운 시공방법의 개발, 특수재료의 개발 등 건설공사의 급격한  발달과 증가로 인하여 많은 기능인력이 필요하게 됨에 따라 자격제도 제정. "
건축목공산업기사,수행직무,"각종 수공구와 목공기계를 사용하여 목구조의 골조 구성과 철근콘크리트조의 거푸집 제 작, 설치 및 일반 건축물의 내외부를 목재로 마감하는 작업 수행. "
건축목공산업기사,실시기관 홈페이지,http://www.q-net.or.kr
건축목공산업기사,실시기관명,한국산업인력공단 
건축목공산업기사,진로 및 전망,"- 자격취득에 따른 기능 향상을 가져올수 있으며 실제 건설현장에서 기능을 습득하여 목   공으로 취업하는 것이 일반적이다. 작업의 특성상 일정한 회사에 상용직으로 고용되   지 않고 전문건설업체나 하도급자의 의뢰에 따라 작업을 수행한다. - 주택이나 상업시설, 문화시설 등에 대한 고품질화와 목조주택 등 목재시공에 대한 수   요가 증가하고 있어 목공에 대한 인력수요는 서서히 증가할 것이다."
건축목공산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 공업계 고등학교의 건축 및 건축 관련학과③ 훈련기관 : 공공 직업훈련원, 정부 직업훈련원, 시도 직업훈련원, 사업체내 직업훈               련원의 거푸집 및 건축목공 과정④ 시험과목   - 필기 :     1. 건축일반     2. 목공 작업 및 재료     3. 안전관리   - 실기 : 건축목공작업⑤ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)   - 실기 : 작업형(8시간 정도)⑥ 합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상.   - 실기 : 100점을 만점으로 하여 60점 이상. "
건축목공산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 소방기본법 □ 동법 시행규칙 제12조 (화재조사전담부서의 설치·운영 등) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국외유학에 관한 규정 □ 동 규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 선거관리위원회 공무원규칙 □ 동규칙 제21조 (특별채용의 요건)  □ 동규칙 제85조 (전직시험이 면제되는 직급별 자격증 구분)  
